0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.730798721313476562e-02,1.000000000000000021e-02,1.300000000000000044e-01,1.499999999999999944e-01
5.583190917968750000e-02,-0.000000000000000000e+00,2.300000000000000100e-01,2.899999999999999800e-01
8.606433868408203125e-02,-2.000000000000000042e-02,2.999999999999999889e-01,4.299999999999999933e-01
1.164028644561767578e-01,-4.000000000000000083e-02,3.599999999999999867e-01,5.699999999999999512e-01
1.468212604522705078e-01,-5.000000000000000278e-02,3.900000000000000133e-01,6.700000000000000400e-01
1.794312000274658203e-01,-7.000000000000000666e-02,4.099999999999999756e-01,8.000000000000000444e-01
2.087383270263671875e-01,-8.000000000000000167e-02,4.099999999999999756e-01,8.900000000000000133e-01
2.388176918029785156e-01,-1.000000000000000056e-01,4.199999999999999845e-01,9.899999999999999911e-01
2.690577507019042969e-01,-1.199999999999999956e-01,4.099999999999999756e-01,1.080000000000000071e+00
2.983050346374511719e-01,-1.300000000000000044e-01,4.099999999999999756e-01,1.159999999999999920e+00
3.293805122375488281e-01,-1.400000000000000133e-01,4.000000000000000222e-01,1.250000000000000000e+00
3.589062690734863281e-01,-1.600000000000000033e-01,3.900000000000000133e-01,1.310000000000000053e+00
3.846244812011718750e-01,-1.700000000000000122e-01,3.800000000000000044e-01,1.379999999999999893e+00
4.137043952941894531e-01,-1.700000000000000122e-01,3.699999999999999956e-01,1.449999999999999956e+00
4.456868171691894531e-01,-1.900000000000000022e-01,3.599999999999999867e-01,1.520000000000000018e+00
4.779736995697021484e-01,-1.900000000000000022e-01,3.499999999999999778e-01,1.580000000000000071e+00
5.071363449096679688e-01,-2.000000000000000111e-01,3.400000000000000244e-01,1.639999999999999902e+00
5.352978706359863281e-01,-2.000000000000000111e-01,3.300000000000000155e-01,1.689999999999999947e+00
5.684449672698974609e-01,-2.000000000000000111e-01,3.200000000000000067e-01,1.739999999999999991e+00
6.010215282440185547e-01,-2.099999999999999922e-01,3.099999999999999978e-01,1.800000000000000044e+00
6.297225952148437500e-01,-2.099999999999999922e-01,2.899999999999999800e-01,1.850000000000000089e+00
6.600320339202880859e-01,-2.099999999999999922e-01,2.800000000000000266e-01,1.899999999999999911e+00
6.906967163085937500e-01,-2.099999999999999922e-01,2.700000000000000178e-01,1.939999999999999947e+00
7.235920429229736328e-01,-2.099999999999999922e-01,2.600000000000000089e-01,1.979999999999999982e+00
7.530586719512939453e-01,-2.099999999999999922e-01,2.500000000000000000e-01,2.020000000000000018e+00
7.856085300445556641e-01,-2.000000000000000111e-01,2.399999999999999911e-01,2.060000000000000053e+00
8.144302368164062500e-01,-2.000000000000000111e-01,2.399999999999999911e-01,2.089999999999999858e+00
8.390507698059082031e-01,-2.000000000000000111e-01,2.300000000000000100e-01,2.129999999999999893e+00
8.682961463928222656e-01,-2.000000000000000111e-01,2.200000000000000011e-01,2.160000000000000142e+00
8.994879722595214844e-01,-2.000000000000000111e-01,2.200000000000000011e-01,2.180000000000000160e+00
9.280755519866943359e-01,-2.000000000000000111e-01,2.099999999999999922e-01,2.209999999999999964e+00
9.558749198913574219e-01,-1.900000000000000022e-01,2.000000000000000111e-01,2.240000000000000213e+00
9.858720302581787109e-01,-1.900000000000000022e-01,1.900000000000000022e-01,2.270000000000000018e+00
1.014915466308593750e+00,-1.900000000000000022e-01,1.900000000000000022e-01,2.299999999999999822e+00
1.043487787246704102e+00,-1.799999999999999933e-01,1.799999999999999933e-01,2.319999999999999840e+00
1.070936203002929688e+00,-1.799999999999999933e-01,1.799999999999999933e-01,2.350000000000000089e+00
1.100489377975463867e+00,-1.700000000000000122e-01,1.700000000000000122e-01,2.370000000000000107e+00
1.128770589828491211e+00,-1.700000000000000122e-01,1.700000000000000122e-01,2.390000000000000124e+00
1.156544208526611328e+00,-1.600000000000000033e-01,1.600000000000000033e-01,2.410000000000000142e+00
1.191014528274536133e+00,-1.600000000000000033e-01,1.600000000000000033e-01,2.430000000000000160e+00
1.219001770019531250e+00,-1.499999999999999944e-01,1.499999999999999944e-01,2.450000000000000178e+00
1.248624801635742188e+00,-1.400000000000000133e-01,1.400000000000000133e-01,2.459999999999999964e+00
1.280919551849365234e+00,-1.400000000000000133e-01,1.400000000000000133e-01,2.479999999999999982e+00
1.310392856597900391e+00,-1.300000000000000044e-01,1.300000000000000044e-01,2.500000000000000000e+00
1.341985464096069336e+00,-1.300000000000000044e-01,1.300000000000000044e-01,2.520000000000000018e+00
1.367830276489257812e+00,-1.300000000000000044e-01,1.199999999999999956e-01,2.540000000000000036e+00
1.399568796157836914e+00,-1.199999999999999956e-01,1.199999999999999956e-01,2.540000000000000036e+00
1.432720661163330078e+00,-1.100000000000000006e-01,1.100000000000000006e-01,2.560000000000000053e+00
1.461900472640991211e+00,-1.100000000000000006e-01,1.100000000000000006e-01,2.580000000000000071e+00
1.492156744003295898e+00,-1.000000000000000056e-01,1.100000000000000006e-01,2.589999999999999858e+00
1.522274732589721680e+00,-1.000000000000000056e-01,1.000000000000000056e-01,2.600000000000000089e+00
1.550714492797851562e+00,-8.999999999999999667e-02,1.000000000000000056e-01,2.609999999999999876e+00
1.580193042755126953e+00,-1.000000000000000056e-01,1.000000000000000056e-01,2.629999999999999893e+00
1.612514972686767578e+00,-8.999999999999999667e-02,8.999999999999999667e-02,2.640000000000000124e+00
1.641703844070434570e+00,-8.999999999999999667e-02,8.999999999999999667e-02,2.649999999999999911e+00
1.673984766006469727e+00,-8.999999999999999667e-02,8.999999999999999667e-02,2.660000000000000142e+00
1.706629276275634766e+00,-8.000000000000000167e-02,8.000000000000000167e-02,2.669999999999999929e+00
1.735627889633178711e+00,-8.000000000000000167e-02,8.000000000000000167e-02,2.680000000000000160e+00
1.764066934585571289e+00,-8.000000000000000167e-02,8.000000000000000167e-02,2.689999999999999947e+00
1.796798467636108398e+00,-8.000000000000000167e-02,7.000000000000000666e-02,2.700000000000000178e+00
1.826219081878662109e+00,-7.000000000000000666e-02,7.000000000000000666e-02,2.709999999999999964e+00
1.854231119155883789e+00,-7.000000000000000666e-02,7.000000000000000666e-02,2.720000000000000195e+00
1.883381843566894531e+00,-7.000000000000000666e-02,7.000000000000000666e-02,2.729999999999999982e+00
1.911537170410156250e+00,-5.999999999999999778e-02,7.000000000000000666e-02,2.720000000000000195e+00
1.944468736648559570e+00,-5.999999999999999778e-02,5.999999999999999778e-02,2.740000000000000213e+00
1.974969387054443359e+00,-5.999999999999999778e-02,5.999999999999999778e-02,2.750000000000000000e+00
2.006415843963623047e+00,-5.000000000000000278e-02,5.999999999999999778e-02,2.750000000000000000e+00
2.035378694534301758e+00,-5.000000000000000278e-02,5.000000000000000278e-02,2.750000000000000000e+00
2.067054271697998047e+00,-5.000000000000000278e-02,5.000000000000000278e-02,2.759999999999999787e+00
2.095863819122314453e+00,-4.000000000000000083e-02,5.000000000000000278e-02,2.770000000000000018e+00
2.128990411758422852e+00,-5.000000000000000278e-02,4.000000000000000083e-02,2.779999999999999805e+00
2.161476850509643555e+00,-2.999999999999999889e-02,5.000000000000000278e-02,2.779999999999999805e+00
2.190177202224731445e+00,-4.000000000000000083e-02,4.000000000000000083e-02,2.790000000000000036e+00
2.223111867904663086e+00,-2.999999999999999889e-02,4.000000000000000083e-02,2.799999999999999822e+00
2.255546808242797852e+00,-2.999999999999999889e-02,4.000000000000000083e-02,2.790000000000000036e+00
2.284592628479003906e+00,-2.000000000000000042e-02,4.000000000000000083e-02,2.799999999999999822e+00
2.317343473434448242e+00,-2.000000000000000042e-02,4.000000000000000083e-02,2.810000000000000053e+00
2.349866151809692383e+00,-2.000000000000000042e-02,2.999999999999999889e-02,2.810000000000000053e+00
2.378852367401123047e+00,-2.000000000000000042e-02,2.999999999999999889e-02,2.810000000000000053e+00
2.404275417327880859e+00,-2.000000000000000042e-02,2.999999999999999889e-02,2.819999999999999840e+00
2.435953617095947266e+00,-1.000000000000000021e-02,2.999999999999999889e-02,2.830000000000000071e+00
2.464200019836425781e+00,-1.000000000000000021e-02,2.999999999999999889e-02,2.830000000000000071e+00
2.489426612854003906e+00,-1.000000000000000021e-02,2.999999999999999889e-02,2.830000000000000071e+00
2.522194862365722656e+00,-0.000000000000000000e+00,2.999999999999999889e-02,2.819999999999999840e+00
2.552346467971801758e+00,-0.000000000000000000e+00,2.999999999999999889e-02,2.839999999999999858e+00
2.583168983459472656e+00,0.000000000000000000e+00,2.000000000000000042e-02,2.830000000000000071e+00
2.611923694610595703e+00,0.000000000000000000e+00,2.000000000000000042e-02,2.839999999999999858e+00
2.641320705413818359e+00,0.000000000000000000e+00,2.000000000000000042e-02,2.839999999999999858e+00
2.669657468795776367e+00,0.000000000000000000e+00,2.000000000000000042e-02,2.839999999999999858e+00
2.698707342147827148e+00,0.000000000000000000e+00,2.000000000000000042e-02,2.839999999999999858e+00
2.727314949035644531e+00,0.000000000000000000e+00,2.000000000000000042e-02,2.850000000000000089e+00
2.753126382827758789e+00,1.000000000000000021e-02,2.000000000000000042e-02,2.850000000000000089e+00
2.783494234085083008e+00,1.000000000000000021e-02,2.000000000000000042e-02,2.850000000000000089e+00
2.813126802444458008e+00,1.000000000000000021e-02,2.000000000000000042e-02,2.850000000000000089e+00
2.838896036148071289e+00,1.000000000000000021e-02,1.000000000000000021e-02,2.850000000000000089e+00
2.868140459060668945e+00,1.000000000000000021e-02,1.000000000000000021e-02,2.850000000000000089e+00
2.897135257720947266e+00,1.000000000000000021e-02,1.000000000000000021e-02,2.859999999999999876e+00
